Mu,r,a,b,F_total,Cx,Cy,W,Chord,Phi,Q,T
0.3,0.045,0.284213252003026,0.0406402467309482,0.841219467248933,0.399932895704795,0.1028096502546,1.40367904674727,0.040205,20.9369971902497,0.000864398606255828,0.0721843681002918
0.31,0.0465,0.287156110216802,0.0388876548790554,0.853163950452715,0.404286756289445,0.100379410139252,1.44178289278571,0.0397845,20.4036620075069,0.000920297596956331,0.0760784351643476
0.32,0.048,0.290098968430578,0.0371350630271626,0.865108433656496,0.408640616874094,0.097949170023903,1.47988673882416,0.039364,19.8703268247642,0.000974661739139511,0.080076286778288
0.33,0.0495,0.293041826644354,0.0353824711752698,0.877052916860277,0.412994477458744,0.0955189299085545,1.51799058486261,0.0389435,19.3369916420215,0.00102680357597121,0.0841782639095205
0.34,0.051,0.295984684858129,0.0336298793233771,0.888997400064058,0.417348338043394,0.093088689793206,1.55609443090106,0.038523,18.8036564592788,0.00107598183266894,0.0883846731915404
0.35,0.0525,0.298927543071905,0.0318772874714843,0.90094188326784,0.421702198628043,0.0906584496778575,1.5941982769395,0.0381025,18.270321276536,0.00112140059308455,0.0926957869239273
0.36,0.054,0.301870401285681,0.0301246956195915,0.912886366471621,0.426056059212693,0.0882282095625089,1.63230212297795,0.037682,17.7369860937933,0.00116220853149462,0.0971118430723485
0.37,0.0555,0.304813259499457,0.0283721037676987,0.924830849675402,0.430409919797343,0.0857979694471604,1.6704059690164,0.0372615,17.2036509110506,0.00119749819959828,0.101633045268558
0.38,0.057,0.307756117713233,0.026619511915806,0.936775332879183,0.434763780381993,0.0833677293318119,1.70850981505484,0.036841,16.6703157283079,0.00122630536872262,0.106259562810394
0.39,0.0585,0.310698975927008,0.0248669200639132,0.948719816082965,0.439117640966642,0.0809374892164634,1.74661366109329,0.0364205,16.1369805455651,0.00124760842723571,0.110991530661783
0.4,0.06,0.313641834140784,0.0231143282120204,0.960664299286746,0.443471501551292,0.0785072491011149,1.78471750713174,0.036,15.6036453628224,0.00126032783316709,0.11582904945274
0.41,0.0615,0.317777983916895,0.0222123191496917,0.963722103085533,0.445595959209421,0.076191971431837,1.82393905799361,0.0355725,15.2401958380932,0.00129935349654505,0.119910021262188
0.42,0.063,0.321914133693005,0.021310310087363,0.966779906884319,0.44772041686755,0.0738766937625591,1.86316060885548,0.035145,14.876746313364,0.00133498845577406,0.12403587380814
0.43,0.0645,0.326050283469115,0.0204083010250343,0.969837710683106,0.449844874525678,0.0715614160932811,1.90238215971735,0.0347175,14.5132967886347,0.00136680668982593,0.128205432688458
0.44,0.066,0.330186433245226,0.0195062919627056,0.972895514481893,0.451969332183807,0.0692461384240032,1.94160371057922,0.03429,14.1498472639055,0.001394370724417,0.132417506138216
0.45,0.0675,0.334322583021336,0.0186042829003769,0.97595331828068,0.454093789841936,0.0669308607547253,1.98082526144109,0.0338625,13.7863977391763,0.00141723207349341,0.136670885029705
0.46,0.069,0.338458732797446,0.0177022738380482,0.979011122079466,0.456218247500065,0.0646155830854474,2.02004681230296,0.033435,13.422948214447,0.00143493169093987,0.140964342872427
0.47,0.0705,0.342594882573557,0.0168002647757195,0.982068925878253,0.458342705158194,0.0623003054161695,2.05926836316483,0.0330075,13.0594986897178,0.00144700043251193,0.145296635813105
0.48,0.072,0.346731032349667,0.0158982557133908,0.98512672967704,0.460467162816322,0.0599850277468916,2.0984899140267,0.03258,12.6960491649886,0.00145295952799153,0.149666502635668
0.49,0.0735,0.350867182125777,0.0149962466510621,0.988184533475827,0.462591620474451,0.0576697500776137,2.13771146488857,0.0321525,12.3325996402593,0.00145232106356624,0.154072664761265
0.5,0.075,0.355003331901887,0.0140942375887333,0.991242337274614,0.46471607813258,0.0553544724083358,2.17693301575045,0.031725,11.9691501155301,0.00144458847443179,0.15851382624826
0.51,0.0765,0.359199657819871,0.0135685776288344,0.991834135579153,0.466744888265055,0.0537060901007129,2.21694747922046,0.0312905,11.7150018451821,0.00146624744577641,0.162596411749019
0.52,0.078,0.363395983737855,0.0130429176689354,0.992425933883693,0.468773698397529,0.0520577077930901,2.25696194269048,0.030856,11.460853574834,0.00148425345689492,0.166691299816139
