Mu,r,a,b,F_total,Cx,Cy,W,Chord,Phi,Q,T
0.3,0.045,0.318652514949566,0.0684714610297818,0.820354293401253,0.549915060328023,0.177387873010595,1.21906657785153,0.040205,23.0150804979946,0.00112658305661214,0.0751265300523846
0.31,0.0465,0.320467076019371,0.0656282005917781,0.832886904526403,0.556786992147412,0.174359487725536,1.24998709073834,0.0397845,22.4817982227689,0.00120446835541714,0.0790126334001152
0.32,0.048,0.322281637089176,0.0627849401537744,0.845419515651553,0.563658923966802,0.171331102440476,1.28090760362516,0.039364,21.9485159475432,0.00128114167849161,0.0829939570438553
0.33,0.0495,0.324096198158981,0.0599416797157708,0.857952126776703,0.570530855786192,0.168302717155417,1.31182811651197,0.0389435,21.4152336723175,0.00135573653890512,0.0870708362773292
0.34,0.051,0.325910759228786,0.0570984192777671,0.870484737901853,0.577402787605582,0.165274331870358,1.34274862939878,0.038523,20.8819513970918,0.00142731039151942,0.0912435926980018
0.35,0.0525,0.327725320298591,0.0542551588397635,0.883017349027003,0.584274719424972,0.162245946585299,1.37366914228559,0.0381025,20.3486691218661,0.00149484280119708,0.095512534207075
0.36,0.054,0.329539881368396,0.0514118984017598,0.895549960152153,0.591146651244361,0.15921756130024,1.4045896551724,0.037682,19.8153868466404,0.00155723365929708,0.0998779550094919
0.37,0.0555,0.3313544424382,0.0485686379637562,0.908082571277303,0.598018583063751,0.156189176015181,1.43551016805921,0.0372615,19.2821045714147,0.00161330144845732,0.104340135613934
0.38,0.057,0.333169003508005,0.0457253775257525,0.920615182402453,0.604890514883141,0.153160790730122,1.46643068094602,0.036841,18.748822296189,0.00166178155566399,0.108899342832823
0.39,0.0585,0.33498356457781,0.0428821170877488,0.933147793527603,0.611762446702531,0.150132405445063,1.49735119383283,0.0364205,18.2155400209633,0.00170132463360798,0.113555829782319
0.4,0.06,0.336798125647615,0.0400388566497452,0.945680404652753,0.61863437852192,0.147104020160004,1.52827170671965,0.036,17.6822577457376,0.00173049501032817,0.118309835882324
0.41,0.0615,0.339037608217812,0.0385632713590188,0.9494258548028,0.620975101917262,0.143691494359207,1.56039119161933,0.0355725,17.3176896618297,0.00179426377970448,0.122106786906704
0.42,0.063,0.341277090788009,0.0370876860682924,0.953171304952847,0.623315825312603,0.140278968558411,1.59251067651902,0.035145,16.9531215779218,0.00185437537901614,0.125943518169566
0.43,0.0645,0.343516573358206,0.035612100777566,0.956916755102894,0.625656548707945,0.136866442757615,1.6246301614187,0.0347175,16.5885534940138,0.0019102400901038,0.129819790821822
0.44,0.066,0.345756055928403,0.0341365154868396,0.960662205252941,0.627997272103286,0.133453916956818,1.65674964631839,0.03429,16.2239854101059,0.00196124456494778,0.133735359779664
0.45,0.0675,0.3479955384986,0.0326609301961132,0.964407655402989,0.630337995498628,0.130041391156022,1.68886913121807,0.0338625,15.8594173261979,0.00200675192689938,0.137689973724572
0.46,0.069,0.350235021068796,0.0311853449053868,0.968153105553036,0.63267871889397,0.126628865355226,1.72098861611776,0.033435,15.49484924229,0.00204610188115536,0.141683375103307
0.47,0.0705,0.352474503638993,0.0297097596146604,0.971898555703083,0.635019442289311,0.123216339554429,1.75310810101744,0.0330075,15.1302811583821,0.00207861083447551,0.14571530012792
0.48,0.072,0.35471398620919,0.028234174323934,0.97564400585313,0.637360165684652,0.119803813753633,1.78522758591713,0.03258,14.7657130744741,0.00210357202414301,0.149785478775738
0.49,0.0735,0.356953468779387,0.0267585890332076,0.979389456003178,0.639700889079994,0.116391287952837,1.81734707081681,0.0321525,14.4011449905662,0.00212025565616825,0.153893634789377
0.5,0.075,0.359192951349584,0.0252830037424812,0.983134906153225,0.642041612475336,0.11297876215204,1.8494665557165,0.031725,14.0365769066583,0.0021279090527354,0.158039485676737
0.51,0.0765,0.361267935556339,0.0244550204035053,0.983981735874717,0.64425050715813,0.110593994717344,1.88245644339176,0.0312905,13.7821019361296,0.00217772831516136,0.161714301711376
0.52,0.078,0.363342919763095,0.0236270370645295,0.98482856559621,0.646459401840924,0.108209227282648,1.91544633106702,0.030856,13.527626965601,0.00222361740222353,0.165404851300013
0.53,0.0795,0.36541790396985,0.0227990537255537,0.985675395317703,0.648668296523718,0.105824459847952,1.94843621874229,0.0304215,13.2731519950724,0.00226519253120672,0.169110807172695
0.54,0.081,0.367492888176606,0.0219710703865779,0.986522225039195,0.650877191206512,0.103439692413256,1.98142610641755,0.029987,13.0186770245438,0.00230206113192832,0.172831840849309
0.55,0.0825,0.369567872383361,0.0211430870476021,0.987369054760688,0.653086085889306,0.10105492497856,2.01441599409281,0.0295525,12.7642020540151,0.00233382202566759,0.176567622639581
0.56,0.084,0.371642856590117,0.0203151037086263,0.988215884482181,0.6552949805721,0.0986701575438636,2.04740588176808,0.029118,12.5097270834865,0.00236006560518139,0.180317821643076
0.57,0.0855,0.373717840796872,0.0194871203696505,0.989062714203673,0.657503875254894,0.0962853901091675,2.08039576944334,0.0286835,12.2552521129579,0.00238037401580644,0.184082105749197
0.58,0.087,0.375792825003627,0.0186591370306747,0.989909543925166,0.659712769937688,0.0939006226744713,2.1133856571186,0.028249,12.0007771424292,0.00239432133764819,0.187860141637195
0.59,0.0885,0.377867809210383,0.0178311536916989,0.990756373646659,0.661921664620482,0.0915158552397752,2.14637554479386,0.0278145,11.7463021719006,0.00240147376885591,0.191651594776148
0.6,0.09,0.379942793417138,0.0170031703527231,0.991603203368151,0.664130559303276,0.0891310878050791,2.17936543246913,0.02738,11.491827201372,0.00240138980998467,0.195456129424981
0.61,0.0915,0.381265153653494,0.0165102541209197,0.990914685256225,0.66748405521021,0.087711684314573,2.21299924841231,0.0269385,11.3154020367625,0.00244239522189072,0.198814977227537
0.62,0.093,0.382587513889849,0.0160173378891164,0.990226167144298,0.670837551117143,0.086292280824067,2.2466330643555,0.026497,11.138976872153,0.00247990635167858,0.202174623957754
0.63,0.0945,0.383909874126204,0.015524421657313,0.989537649032372,0.674191047024077,0.0848728773335609,2.28026688029869,0.0260555,10.9625517075435,0.00251366497255766,0.20553491424082
0.64,0.096,0.385232234362559,0.0150315054255096,0.988849130920445,0.677544542931011,0.0834534738430548,2.31390069624187,0.025614,10.786126542934,0.00254340859208269,0.208895693101532
0.65,0.0975,0.386554594598915,0.0145385891937063,0.988160612808519,0.680898038837944,0.0820340703525488,2.34753451218506,0.0251725,10.6097013783245,0.00256887054974334,0.212256805964291
0.66,0.099,0.38787695483527,0.0140456729619029,0.987472094696592,0.684251534744878,0.0806146668620427,2.38116832812825,0.024731,10.433276213715,0.00258978011421868,0.215618098653105
0.67,0.1005,0.389199315071625,0.0135527567300995,0.986783576584666,0.687605030651811,0.0791952633715366,2.41480214407143,0.0242895,10.2568510491055,0.00260586258029647,0.218979417391586
0.68,0.102,0.39052167530798,0.0130598404982962,0.986095058472739,0.690958526558745,0.0777758598810306,2.44843596001462,0.023848,10.080425884496,0.00261683936545746,0.222340608802959
0.69,0.1035,0.391844035544335,0.0125669242664928,0.985406540360813,0.694312022465678,0.0763564563905245,2.48206977595781,0.0234065,9.90400071988651,0.00262242810612416,0.225701519910047
0.7,0.105,0.393166395780691,0.0120740080346894,0.984718022248886,0.697665518372612,0.0749370529000185,2.51570359190099,0.022965,9.72757555527701,0.00262234275357493,0.229061998135283
