Mu,r,a,b,F_total,Cx,Cy,W,Chord,Phi,Q,T
0.3,0.045,0.297319448773306,0.16686788152185,0.732312896681254,0.898671695733383,0.45387441735937,0.884507625807853,0.040205,33.7901397217216,0.00156032477582911,0.0663951994554942
0.31,0.0465,0.292491370432045,0.159240647095724,0.743815696548027,0.909599507431385,0.451428189703156,0.901677491147483,0.0397845,33.4565699003508,0.00167750376193571,0.0689889598584565
0.32,0.048,0.287663292090784,0.151613412669597,0.755318496414801,0.920527319129387,0.448981962046941,0.918847356487113,0.039364,33.1230000789801,0.00179340076252713,0.0715718359537551
0.33,0.0495,0.282835213749522,0.143986178243471,0.766821296281574,0.931455130827389,0.446535734390727,0.936017221826743,0.0389435,32.7894302576094,0.0019064986561262,0.0741396130058184
0.34,0.051,0.278007135408261,0.136358943817344,0.778324096148348,0.94238294252539,0.444089506734512,0.953187087166373,0.038523,32.4558604362386,0.00201510149174128,0.0766879847155884
0.35,0.0525,0.273179057067,0.128731709391218,0.789826896015121,0.953310754223393,0.441643279078297,0.970356952506003,0.0381025,32.1222906148679,0.00211732492599189,0.0792125532205167
0.36,0.054,0.268350978725739,0.121104474965092,0.801329695881895,0.964238565921394,0.439197051422083,0.987526817845634,0.037682,31.7887207934972,0.00221108646495841,0.0817088290945685
0.37,0.0555,0.263522900384478,0.113477240538965,0.812832495748668,0.975166377619396,0.436750823765868,1.00469668318526,0.0372615,31.4551509721264,0.00229409551075574,0.0841722313482207
0.38,0.057,0.258694822043217,0.105850006112839,0.824335295615442,0.986094189317398,0.434304596109654,1.02186654852489,0.036841,31.1215811507557,0.00236384321283092,0.0865980874284624
0.39,0.0585,0.253866743701955,0.0982227716867121,0.835838095482215,0.9970220010154,0.431858368453439,1.03903641386452,0.0364205,30.788011329385,0.00241759212398476,0.0889816332187939
0.4,0.06,0.249038665360694,0.0905955372605856,0.847340895348989,1.0079498127134,0.429412140797224,1.05620627920415,0.036,30.4544415080142,0.0024523656611176,0.0913180130392297
0.41,0.0615,0.248028564312248,0.0871982504655168,0.8526273986524,1.01357913165858,0.423961810402024,1.07365894359949,0.0355725,29.9941580141632,0.00255886365832964,0.0939008081574912
0.42,0.063,0.247018463263803,0.083800963670448,0.857913901955812,1.01920845060376,0.418511480006824,1.09111160799482,0.035145,29.5338745203121,0.00266118680258458,0.0964951052348309
0.43,0.0645,0.246008362215357,0.0804036768753791,0.863200405259223,1.02483776954894,0.413061149611623,1.10856427239015,0.0347175,29.0735910264611,0.00275835804879814,0.0991005802391899
0.44,0.066,0.244998261166911,0.0770063900803103,0.868486908562635,1.03046708849412,0.407610819216423,1.12601693678549,0.03429,28.61330753261,0.00284933997032706,0.1017169072966
0.45,0.0675,0.243988160118465,0.0736091032852415,0.873773411866046,1.0360964074393,0.402160488821223,1.14346960118082,0.0338625,28.153024038759,0.00293303334619964,0.104343758691182
0.46,0.069,0.242978059070019,0.0702118164901726,0.879059915169457,1.04172572638447,0.396710158426022,1.16092226557615,0.033435,27.692740544908,0.00300827573998312,0.106980804865148
0.47,0.0705,0.241967958021574,0.0668145296951038,0.884346418472869,1.04735504532965,0.391259828030822,1.17837492997149,0.0330075,27.2324570510569,0.00307384007028804,0.109627714418804
0.48,0.072,0.240957856973128,0.063417242900035,0.88963292177628,1.05298436427483,0.385809497635622,1.19582759436682,0.03258,26.7721735572059,0.00312843317290905,0.11228415411054
0.49,0.0735,0.239947755924682,0.0600199561049662,0.894919425079692,1.05861368322001,0.380359167240421,1.21328025876215,0.0321525,26.3118900633548,0.0031706943546032,0.114949788856841
0.5,0.075,0.238937654876236,0.0566226693098974,0.900205928383103,1.06424300216519,0.374908836845221,1.23073292315748,0.031725,25.8516065695038,0.00319919393850458,0.11762428173228
0.51,0.0765,0.237744694529447,0.0549048407230492,0.900666461925277,1.06862712191634,0.371311969149443,1.24936697008113,0.0312905,25.5565709685921,0.00329692542904328,0.119602818999793
0.52,0.078,0.236551734182658,0.0531870121362011,0.901126995467452,1.0730112416675,0.367715101453664,1.26800101700477,0.030856,25.2615353676805,0.00339047016245431,0.121565393045537
0.53,0.0795,0.235358773835869,0.051469183549353,0.901587529009626,1.07739536141865,0.364118233757886,1.28663506392842,0.0304215,24.9664997667688,0.00347923354118614,0.123511866847666
0.54,0.081,0.234165813489079,0.0497513549625049,0.902048062551801,1.08177948116981,0.360521366062108,1.30526911085206,0.029987,24.6714641658571,0.00356259799263522,0.125442103160519
0.55,0.0825,0.23297285314229,0.0480335263756567,0.902508596093975,1.08616360092096,0.35692449836633,1.3239031577757,0.0295525,24.3764285649455,0.00363992277145913,0.127355964514626
0.56,0.084,0.231779892795501,0.0463156977888086,0.90296912963615,1.09054772067212,0.353327630670552,1.34253720469935,0.029118,24.0813929640338,0.00371054376145468,0.129253313216702
0.57,0.0855,0.230586932448712,0.0445978692019605,0.903429663178324,1.09493184042327,0.349730762974773,1.36117125162299,0.0286835,23.7863573631222,0.00377377327700088,0.131134011349651
0.58,0.087,0.229393972101923,0.0428800406151124,0.903890196720499,1.09931596017442,0.346133895278995,1.37980529854663,0.028249,23.4913217622105,0.00382889986406709,0.13299792077257
0.59,0.0885,0.228201011755133,0.0411622120282643,0.904350730262673,1.10370007992558,0.342537027583217,1.39843934547028,0.0278145,23.1962861612988,0.00387518810078544,0.134844903120734
0.6,0.09,0.227008051408344,0.0394443834414161,0.904811263804847,1.10808419967673,0.338940159887439,1.41707339239392,0.02738,22.9012505603872,0.00391187839758899,0.136674819805614
0.61,0.0915,0.227151483055091,0.0383712735787715,0.902359730075659,1.1114333345614,0.334996603907455,1.43594227219876,0.0269385,22.5875633633806,0.00398571067311415,0.138619293708651
0.62,0.093,0.227294914701839,0.0372981637161269,0.899908196346471,1.11478246944607,0.331053047927472,1.4548111520036,0.026497,22.273876166374,0.00405451297192516,0.140553161969989
0.63,0.0945,0.227438346348586,0.0362250538534822,0.897456662617283,1.11813160433074,0.327109491947488,1.47368003180844,0.0260555,21.9601889693674,0.00411789429974696,0.14247640689706
0.64,0.096,0.227581777995333,0.0351519439908376,0.895005128888095,1.12148073921541,0.323165935967505,1.49254891161328,0.025614,21.6465017723608,0.00417545726184396,0.144389010814517
0.65,0.0975,0.22772520964208,0.0340788341281929,0.892553595158907,1.12482987410008,0.319222379987521,1.51141779141812,0.0251725,21.3328145753542,0.00422679822533544,0.146290956064235
0.66,0.099,0.227868641288827,0.0330057242655483,0.890102061429719,1.12817900898475,0.315278824007538,1.53028667122297,0.024731,21.0191273783476,0.00427150748133696,0.148182225005312
0.67,0.1005,0.228012072935574,0.0319326144029036,0.887650527700531,1.13152814386943,0.311335268027554,1.54915555102781,0.0242895,20.705440181341,0.00430916940692786,0.150062800014067
0.68,0.102,0.228155504582322,0.030859504540259,0.885198993971343,1.1348772787541,0.307391712047571,1.56802443083265,0.023848,20.3917529843344,0.00433936262694497,0.151932663484049
0.69,0.1035,0.228298936229069,0.0297863946776144,0.882747460242155,1.13822641363877,0.303448156067587,1.58689331063749,0.0234065,20.0780657873278,0.00436166017560179,0.153791797826018
0.7,0.105,0.228442367875816,0.0287132848149697,0.880295926512967,1.14157554852344,0.299504600087604,1.60576219044233,0.022965,19.7643785903211,0.00437562965793453,0.155640185467965
0.71,0.1065,0.227974427702042,0.0280533011974158,0.871896087800226,1.14511017239821,0.29693676611393,1.62529295872883,0.0225165,19.5758016181593,0.0044196835195418,0.156116029265414
0.72,0.108,0.227506487528268,0.0273933175798619,0.863496249087485,1.14864479627297,0.294368932140256,1.64482372701532,0.022068,19.3872246459974,0.0044586771195356,0.156547448625237
0.73,0.1095,0.227038547354494,0.026733333962308,0.855096410374744,1.15217942014774,0.291801098166582,1.66435449530182,0.0216195,19.1986476738355,0.00449241198899108,0.156934621352115
0.74,0.111,0.22657060718072,0.0260733503447541,0.846696571662004,1.15571404402251,0.289233264192909,1.68388526358832,0.021171,19.0100707016736,0.00452069402354205,0.157277725878818
0.75,0.1125,0.226102667006946,0.0254133667272002,0.838296732949263,1.15924866789728,0.286665430219235,1.70341603187481,0.0207225,18.8214937295118,0.00454333382761015,0.157576941266207
0.76,0.114,0.225634726833172,0.0247533831096463,0.829896894236522,1.16278329177205,0.284097596245561,1.72294680016131,0.020274,18.6329167573499,0.00456014705983004,0.157832447203233
0.77,0.1155,0.225166786659398,0.0240933994920924,0.821497055523781,1.16631791564682,0.281529762271887,1.74247756844781,0.0198255,18.444339785188,0.00457095477967044,0.158044424006935
0.78,0.117,0.224698846485624,0.0234334158745385,0.81309721681104,1.16985253952159,0.278961928298213,1.76200833673431,0.019377,18.2557628130261,0.00457558379525096,0.158213052622444
0.79,0.1185,0.22423090631185,0.0227734322569846,0.804697378098299,1.17338716339636,0.27639409432454,1.7815391050208,0.0189285,18.0671858408643,0.00457386701235527,0.158338514622982
0.8,0.12,0.223762966138076,0.0221134486394307,0.796297539385559,1.17692178727112,0.273826260350866,1.8010698733073,0.01848,17.8786088687024,0.0045656437846394,0.158420992209855
0.81,0.1215,0.226149798577905,0.0217449902648272,0.780432092175969,1.17836955267546,0.270337835549699,1.8205209330418,0.0180245,17.6237425182096,0.0045521003626831,0.158381604922365
0.82,0.123,0.228536631017735,0.0213765318902238,0.764566644966379,1.17981731807979,0.266849410748531,1.83997199277629,0.017569,17.3688761677168,0.00453332777336885,0.158233827119338
0.83,0.1245,0.230923463457564,0.0210080735156203,0.748701197756789,1.18126508348413,0.263360985947364,1.85942305251079,0.0171135,17.1140098172241,0.00450931668239549,0.157976152911548
0.84,0.126,0.233310295897394,0.0206396151410169,0.7328357505472,1.18271284888847,0.259872561146196,1.87887411224528,0.016658,16.8591434667313,0.00448006820465981,0.157607107274776
0.85,0.1275,0.235697128337223,0.0202711567664134,0.71697030333761,1.1841606142928,0.256384136345029,1.89832517197978,0.0162025,16.6042771162385,0.00444559409607124,0.157125246049802
0.86,0.129,0.238083960777053,0.0199026983918099,0.70110485612802,1.18560837969714,0.252895711543862,1.91777623171428,0.015747,16.3494107657458,0.0044059169389344,0.156529155942411
0.87,0.1305,0.240470793216882,0.0195342400172065,0.68523940891843,1.18705614510147,0.249407286742694,1.93722729144877,0.0152915,16.094544415253,0.00436107032089917,0.155817454523392
0.88,0.132,0.242857625656712,0.019165781642603,0.66937396170884,1.18850391050581,0.245918861941527,1.95667835118327,0.014836,15.8396780647602,0.00431109900747858,0.154988790228537
0.89,0.1335,0.245244458096541,0.0187973232679996,0.653508514499251,1.18995167591014,0.242430437140359,1.97612941091777,0.0143805,15.5848117142675,0.00425605910813434,0.154041842358642
0.9,0.135,0.247631290536371,0.0184288648933961,0.637643067289661,1.19139944131448,0.238942012339192,1.99558047065226,0.013925,15.3299453637747,0.00419601823593007,0.152975321079506
0.91,0.1365,0.24801854493975,0.0181183393437875,0.622610023937594,1.1922948792384,0.236955361051542,2.00524615666596,0.0134625,15.1795415986725,0.00416091935065044,0.151177581729227
0.92,0.138,0.24840579934313,0.0178078137941788,0.607576980585526,1.19319031716232,0.234968709763891,2.01491184267966,0.013,15.0291378335703,0.00412101926235329,0.149295631780753
0.93,0.1395,0.24879305374651,0.0174972882445702,0.592543937233459,1.19408575508624,0.232982058476241,2.02457752869336,0.0125375,14.8787340684681,0.00407633222021822,0.147329230790505
